SiteCode,parameter,slope_per_year,p_value,r_value
PARA_P_MUS0197,temperature,-0.317628205128205,0.17332659084065366,-0.637461143785143
PARA_P_MUS0197,dissolved_oxygen,-0.05737179487179496,0.7182435332858178,-0.19012862429044886
PARA_P_RED0071,conductivity,-3.1666666666666665,0.8757481144661055,-0.19393763201995534
PARA_P_RED0071,pH,0.009999999999999934,0.5456289483429877,0.65465367070798
PARA_P_RED0071,temperature,-0.1683333333333333,0.6806664131963371,-0.48083609301138114
PARA_P_RED0071,dissolved_oxygen,0.07055555555555555,0.48372268999843,0.7249532377019215
PARA_P_WHI0054,conductivity,12.000000000000076,0.8148627057541106,0.2867311653073439
PARA_P_WHI0054,pH,-0.02833333333333332,0.6771672170748312,-0.48564821562138377
PARA_P_WHI0054,temperature,-0.027222222222222037,0.9575529962421911,-0.06662620600114648
PARA_P_WHI0054,dissolved_oxygen,0.005555555555555536,0.9911933909416517,0.013832947965579167
PARA_P_YEL0068,conductivity,-74.42168674698796,0.21480882032073664,-0.7851911796792633
PARA_P_YEL0068,pH,0.01586158192090386,0.8437830362758508,0.12300339433303398
PARA_P_YEL0068,temperature,0.5022598870056496,0.6132410091916594,0.30873716665410394
PARA_P_YEL0068,dissolved_oxygen,0.47734939759036166,0.7279521724278394,0.2720478275721606
